disk_num	script_num	basic_line	string_num	source_text	background_pic	portrait_pic	language	translation
disk02	NO1	820	50	マ－チン「・・・自過失だって・・・」	disk02/MYR1.png	main/marL.png	KO	마틴: ...본인 과실이래...
disk02	NO1	830	51	デビッド「そんな！？・・・、彼女がそんなミスを犯すなんて・・・」	disk02/MYR1.png	main/davL.png	KO	데이비드: 뭐!? 클레어가 그런 실수를 저지르다니...
disk02	NO1	840	52	マ－チン「まったくだよ。　しかしどうする？　明日からツア－だよ」	disk02/MYR1.png	main/marL.png	KO	마틴: 내 말이 그 말이야. 이제 어떡하지? 당장 내일부터 투어잖아.
disk02	NO1	850	53	デビッド「・・・まあ、そこはプロダクションの方がうまくやってくれるだろうけど・・・残念だな・・・ほかの奴には？・・・」	disk02/MYR1.png	main/davL.png	KO	데이비드: ...뭐, 그건 회사에서 잘 처리해주겠지만... 클레어가 죽다니... 다른 녀석들한테 연락했어?
disk02	NO1	860	54	マ－チン「これから連絡するよ。とりあえず事務所まで来てくれないか？」	disk02/MYR1.png	main/marL.png	KO	마틴: 이제 하려는 참이야. 일단 사무실로 와줄래?
disk02	NO1	870	55	デビッド「ああ、分かった」	disk02/MYR1.png	main/davL.png	KO	데이비드: 그래, 알았어.
disk02	NO1	902	57	デビッドの所属しているヴュ－ズ・レ－ベルは創立してまだ２年目だが、	disk02/LON5.png	main/davL.png	KO	데이비드가 소속된 Views 레이블은 창립 2년 차에 불과하지만,
disk02	NO1	906	58	マイナ－なバンドでも個性的な音楽なら投資を惜しまない事が有名になり、	disk02/LON5.png	main/davL.png	KO	비주류 밴드라도 개성 있다면 투자를 아끼지 않는 것으로 유명하다.
disk02	NO1	908	59	今では大手のレ－ベルに並ぶほどのイベントやセ－ルスの実績を上げ、	disk02/LON6.png	main/davL.png	KO	현재는 대형 레이블에 필적하는 이벤트 및 판매 실적을 올리며
disk02	NO1	910	61	ヨ－ロッパのインディ－ズ・シ－ンの代表的なレ－ベルである。	disk02/Vﾏｴ.png	main/davL.png	KO	유럽 인디 씬을 대표하는 레이블로 자리매김하고 있다.
disk02	NO1	10000	105	ＤＡＴＡをＳＡＶＥしますか？　Ｙ／Ｎ	disk02/Vﾏｴ.png	main/davL.png	KO	
disk02	NO1	10040	111	ドライブ１に、ＳＡＶＥ・ディスクを入れて下さい。	disk02/Vﾏｴ.png	main/davL.png	KO	
disk02	NO1	10070	113	ドライブ１のディスクが違います。	disk02/Vﾏｴ.png	main/davL.png	KO	드라이브 1의 디스크가 다릅니다.
disk02	NO1	10110	114	ＳＡＶＥしました。ドライブ１のディスクに、ＭＡＩＮディスクを入れて下さい。	disk02/Vﾏｴ.png	main/davL.png	KO	
disk02	NO1	10150	116	ドライブ１のディスクが違います。	disk02/Vﾏｴ.png	main/davL.png	KO	드라이브 1의 디스크가 다릅니다.
disk02	NO2	110	2	ケイト・ランベラ　２４才	disk02/KEIT.png	main/davL.png	KO	케이트 람벨라 (24세)
disk02	NO2	130	3	ケイトの話を聞いてみる。	disk02/KEIT.png	main/davL.png	KO	케이트의 이야기를 듣는다.
disk02	NO2	130	4	ケイトの表情を見る。	disk02/KEIT.png	main/davL.png	KO	케이트의 표정을 살핀다.
disk02	NO2	150	5	受付嬢のケイトは、いつもは笑顔を絶えさない明るい娘であるが、今日はクレアの事で悲しみを隠しきれないのか笑顔が見られない。	disk02/KEIT.png	main/davL.png	KO	접수원 케이트는 평소 미소를 잃지 않는 밝은 여자였지만, 오늘은 클레어의 죽음으로 슬픔을 감추지 못하고 있었다.
disk02	NO2	160	6	ケイト「デビッド！！　クレアが・・・」	disk02/KEIT.png	main/davL.png	KO	케이트: 데이비드! 클레어가...
disk02	NO2	170	7	デビッド「知っているよ・・・マ－チンから連絡があった・・・」	disk02/KEIT.png	main/davL.png	KO	데이비드: 알고 있어... 마틴한테 연락받았어...
disk02	NO2	170	8	クレアについてケイトに聞いてみる。	disk02/KEIT.png	main/davL.png	KO	클레어에 대해 케이트에게 물어본다.
disk02	NO2	180	9	ケイト「・・・明日のツア－は、一番クレアが楽しみにしていたのに・・・本当に神様は残酷な事をするわね・・・」	disk02/KEIT.png	main/davL.png	KO	케이트: ...내일 투어를 클레어가 가장 기대했는데... 정말 신도 너무해요...
disk02	NO2	190	10	デビット「ああ、たしかに・・・クレアは、このツア－のために寝るのも惜しんで働いたっけ・・・とにかく、社長のリチャ－ドに明日の事を聞かないと・・・」	disk02/KEIT.png	main/davL.png	KO	데이비드: 그래, 맞아... 클레어는 이번 투어를 위해 잠도 아껴가며 일했지... 어쨌든, 리차드 사장님께 내일 일정에 대해 물어봐야겠어...
disk02	NO2	190	11	社長についてケイトに聞いてみる。	disk02/KEIT.png	main/davL.png	KO	사장에 대해 케이트에게 물어본다.
disk02	NO2	200	12	ケイト「社長は、さきほど慌てて外に出ていったわ・・・あの様子だと何か考えがあるみたい」	disk02/KEIT.png	main/davL.png	KO	케이트: 사장님은 방금 황급히 나가셨어요... 그 모습을 보니 무슨 생각이라도 있으신 모양이에요.
disk02	NO2	210	13	デビッド「それじゃ・・・社長を待つとするか。ケイト、気を落とさずがんばれよ」	disk02/KEIT.png	main/davL.png	KO	데이비드: 그럼... 사장님을 기다려야겠네. 케이트, 너무 낙담하지 말고 기운 내.
disk02	NO2	220	14	ケイト「ええ・・・デビッド、サンキュ－！」	disk02/KEIT.png	main/davL.png	KO	케이트: 네... 데이비드, 고마워요!
disk02	NO2	300	15	デビッドは事務所に入った。	disk02/KEIT.png	main/davL.png	KO	데이비드는 사무실로 들어갔다.
disk02	NO2	305	16	事務所の様子を見る。	disk02/VIE2.png	main/davL.png	KO	사무실 내부를 둘러본다.
disk02	NO2	305	17	事務所の関係者にたずねる。	disk02/VIE2.png	main/davL.png	KO	사무실 관계자에게 물어본다.
disk02	NO2	310	18	デビッドの所属する、ここヴュ－ズ・レ－ベルの事務所は上へ下への大騒ぎである。なにせメジャ－と違ってインディ－ズだけに有能な彼女の死は大きな損失なのである。	disk02/VIE2.png	main/davL.png	KO	데이비드가 소속된 Views 레이블의 사무실은 발칵 뒤집혀 있었다. 메이저 레이블과 달리 인디인 만큼, 유능했던 그녀의 죽음은 막대한 손실이기 때문이다.
disk02	NO2	320	19	デビッド「あの・・・みんなは？・・・」	disk02/VIE2.png	main/davL.png	KO	데이비드: 저기... 멤버들은 어디에 있습니까?
disk02	NO2	330	20	女性「あっ！・・・デビッド、スタジオでメンバ－達が待ってます」	disk02/VIE2.png	main/davL.png	KO	여성: 앗! ...데이비드, 스튜디오에서 멤버들이 기다리고 있어요.
disk02	NO2	340	21	デビッド「・・・わかりました」	disk02/VIE2.png	main/davL.png	KO	데이비드: ...알겠습니다.
disk02	NO2	401	22	スタジオにはマ－チンとアンドリュ－だけしかいなかった。	disk02/ｽﾀｼｵ.png	main/davL.png	KO	스튜디오에는 마틴과 앤드류밖에 없었다.
disk02	NO2	402	23	二人の様子を見る。	disk02/ｽﾀｼｵ.png	main/davL.png	KO	두 사람의 상태를 살핀다.
disk02	NO2	402	24	アンドリュ－の話を聞く。	disk02/ｽﾀｼｵ.png	main/davL.png	KO	앤드류의 이야기를 듣는다.
disk02	NO2	402	25	マ－チンの話を聞く。	disk02/ｽﾀｼｵ.png	main/davL.png	KO	마틴의 이야기를 듣는다.
disk02	NO2	450	26	二人とも彼女の事で表情が暗くなっていた。	disk02/ｽﾀｼｵ.png	main/davL.png	KO	둘 다 클레어 때문에 표정이 어두웠다.
disk02	NO2	470	28	アンドリュ－「アランは、まだ来てないし・・・社長もどこかに行ってしまうし・・・本当にツア－が出来るのか心配だな」	disk02/ｽﾀｼｵ.png	main/andL.png	KO	앤드류: 앨런은 아직 오지도 않았고... 사장님도 어딘가로 가버리고... 정말 투어를 할 수 있을지 걱정이야.
disk02	NO2	480	29	デビッド「アランは、まだ来ていないのか？」	disk02/ｽﾀｼｵ.png	main/davL.png	KO	데이비드: 앨런은 아직 안 왔어?
disk02	NO2	490	30	マ－チン「デビット、こんな状態でツア－なんて・・・」	disk02/ｽﾀｼｵ.png	main/marL.png	KO	마틴: 데이비드, 이런 상황에서 투어는 가능할까...
disk02	NO2	490	31	マ－チン「デビット、もうツア－まで一週間しかないんだ・・・」	disk02/ｽﾀｼｵ.png	main/marL.png	KO	마틴: 데이비드, 이제 공연까지 일주일밖에 안 남았는데...
disk02	NO2	500	32	デビッド「マ－チン、どうしたんだ？・・・顔色が悪いぞ」	disk02/ｽﾀｼｵ.png	main/davL.png	KO	데이비드: 마틴, 왜 그래? 안색이 안 좋아 보여.
disk02	NO2	505	33	デビット「マ－チン、元気だせよ・・・」	disk02/ｽﾀｼｵ.png	main/davL.png	KO	데이비드: 마틴, 기운 내...
disk02	NO2	510	34	アンドリュ－「マ－チン、そんなにしょげるなよ・・・きっと社長が何とかしてくれるさ」	disk02/ｽﾀｼｵ.png	main/andL.png	KO	앤드류: 마틴, 너무 낙담하지 마... 분명 사장님이 잘 해결해 줄 거야.
disk02	NO2	520	35	マ－チン「アンドリュ－は普段から楽天的だからいいけどさ・・・このツア－が成功しなければマスコミの連中がなんて言うか・・・このバンドも・・・」	disk02/ｽﾀｼｵ.png	main/marL.png	KO	마틴: 앤드류는 평소에도 낙천적이니까 괜찮겠지만... 이번 투어가 실패하면 기자 놈들이 뭐라고 떠들지... 이 밴드도 끝났다면서...
disk02	NO2	540	36	デビッド「オイオイ！　二人とも、こんな時にもめなくても・・・」	disk02/ｽﾀｼｵ.png	main/davL.png	KO	데이비드: 이봐! 둘 다 이런 때에 다투지 말라고...
disk02	NO2	550	37	アンドリュ－「また始まった！・・・君はいつもバンドの評判ばかり気にするんだ」	disk02/ｽﾀｼｵ.png	main/andL.png	KO	앤드류: 또 시작이네! ...넌 항상 밴드 평판만 신경 쓴다니까.
disk02	NO2	555	38	デビッド「んっ？　誰か来たぞ！」	disk02/ｽﾀｼｵ.png	main/davL.png	KO	데이비드: 응? 누가 들어온다!
disk02	NO2	600	39	アランが駆け込んできた。	disk02/ｽﾀｼｵ.png	main/alnL.png	KO	앨런이 달려 들어왔다.
disk02	NO2	630	40	彼はメンバ－の中では一番の演奏テクニックがあり、曲のアレンジはほとんど彼一人でやってしまうほどの才能の持ち主である。	disk02/ｽﾀｼｵ.png	main/alnL.png	KO	그는 멤버들 중 가장 뛰어난 연주 기량을 갖췄으며, 곡의 편곡을 거의 혼자서 해낼 정도의 재능을 가진 남자다.
disk02	NO2	640	41	アラン「遅れてしまって、悪い！・・・今まで、ツア－に使うサンプリングソ－ス・ディスクを作っていたんだ・・・クレアの事、本当に残念だったな・・・」	disk02/ｽﾀｼｵ.png	main/alnL.png	KO	앨런: 늦어서 미안! ...여태까지 투어에 쓸 샘플링 소스 디스크를 만들고 있었거든... 클레어 일은 정말 안타깝게 됐어...
disk02	NO2	650	42	デビッド「・・・これで、みんなそろった訳だが・・・後は、社長が帰ってくれば・・・あっ、帰ってきたみたいだ」	disk02/ｽﾀｼｵ.png	main/davL.png	KO	데이비드: ...이제 다 모였으니... 이제 사장님만 돌아오면... 아, 돌아온 모양이네.
disk02	NO2	655	43	社長兼プロデュ－サ－のリチャ－ドが入ってきた。	disk02/ｽﾀｼｵ.png	main/davL.png	KO	사장 겸 프로듀서인 리차드가 들어왔다.
disk02	NO2	657	46	リチャ－ド「やあ、みんな集まったか・・・話しがあるので、会議室に来てくれ」	disk02/ｽﾀｼｵ.png	main/rtdL.png	KO	리차드: 오, 다들 모여 있었나... 할 이야기가 있으니 회의실로 와주게.
disk02	NO2	10000	68	ＤＡＴＡをＳＡＶＥしますか？　Ｙ／Ｎ	disk02/ｽﾀｼｵ.png	main/rtdL.png	KO	
disk02	NO2	10040	74	ドライブ１に、ＳＡＶＥ・ディスクを入れて下さい。	disk02/ｽﾀｼｵ.png	main/rtdL.png	KO	
disk02	NO2	10070	76	ドライブ１のディスクが違います。	disk02/ｽﾀｼｵ.png	main/rtdL.png	KO	드라이브 1의 디스크가 다릅니다.
disk02	NO2	10110	77	ＳＡＶＥしました。ドライブ１のディスクに、ＭＡＩＮディスクを入れて下さい。	disk02/ｽﾀｼｵ.png	main/rtdL.png	KO	
disk02	NO2	10150	79	ドライブ１のディスクが違います。	disk02/ｽﾀｼｵ.png	main/rtdL.png	KO	드라이브 1의 디스크가 다릅니다.
disk02	N3-1	20	0	部屋に入ると、一人の若い女性が待っていた。	disk02/VIE3.png	main/rtdL.png	KO	방에 들어서자, 한 젊은 여성이 기다리고 있었다.
disk02	N3-1	35	1	メンバ－の表情を見る。	disk02/VIE3.png	main/rtdL.png	KO	멤버들의 표정을 살핀다.
disk02	N3-1	35	2	リチャ－ドの話を聞く。	disk02/VIE3.png	main/rtdL.png	KO	리차드의 이야기를 듣는다.
disk02	N3-1	35	3	メンバ－の話を聞く。	disk02/VIE3.png	main/rtdL.png	KO	멤버들의 이야기를 듣는다.
disk02	N3-1	35	4	スシャ－ナに話しかける。	disk02/VIE3.png	main/rtdL.png	KO	수잔나에게 말을 건다.
disk02	N3-1	50	5	メンバ－は、社長の話に期待をしているようだ。	disk02/VIE3.png	main/rtdL.png	KO	멤버들은 사장인 리차드에게 기대를 걸고 있는 듯하다.
disk02	N3-1	60	6	スシャ－ナは、みかけより明かるい神秘的な女性である。	disk02/VIE3.png	main/rtdL.png	KO	수잔나는 겉모습보다 더 화사하고 신비로운 여성이었다.
disk02	N3-1	70	7	新しくマネ－ジャ－が決まり、なんとか予定通りにツア－へ出られそうだという安心感がメンバ－にひろがった。	disk02/VIE3.png	main/rtdL.png	KO	새로운 매니저가 결정되어 어떻게든 예정대로 투어를 떠날 수 있다는 안도감이 멤버들 사이에 퍼졌다.
disk02	N3-1	220	8	リチャ－ド「どうも、大変な事になってしまった。とりあえず紹介しておこう。彼女はスシャ－ナ・リン。君達の新しいマネ－ジャ－だ」	disk02/VIE3.png	main/rtdL.png	KO	리차드: 이거 참, 엄청난 일이 터져버렸군. 일단 소개부터 하지. 이쪽은 수잔나 린, 자네들의 새 매니저일세.
disk02	N3-1	230	10	スシャ－ナ「よろしく！　エレノ・ヴィジョンのみなさん」	disk02/VIE3.png	main/linR.png	KO	수잔나: 잘 부탁해요, 엘레노 비전 여러분!
disk02	N3-1	240	11	アンドリュ－「アンドリュ－・ベイカ－です。よろしく！」	disk02/VIE3.png	main/andL.png	KO	앤드류: 앤드류 베이커야. 잘 부탁해.
disk02	N3-1	241	12	アラン「アレンジ担当のアラン・スティ－ベルだ」	disk02/VIE3.png	main/alnL.png	KO	앨런: 편곡을 담당하는 앨런 스티벨야.
disk02	N3-1	242	13	マ－チン「作曲担当のマ－チン・ビンセントです。よろしくおねがいします！」	disk02/VIE3.png	main/marL.png	KO	마틴: 작곡을 담당하는 마틴 빈센트입니다. 잘 부탁드립니다.
disk02	N3-1	245	14	デビット「・・・よろしく・・・」	disk02/VIE3.png	main/davL.png	KO	데이비드: ...잘 부탁해...
disk02	N3-1	250	15	リチャ－ド「みんな何か質問は、ないかね？」	disk02/VIE3.png	main/rtdL.png	KO	리차드: 다들 질문이라도 있나?
disk02	N3-1	252	16	リチャ－ド「スシャ－ナ、デビットはクレアの事で少し疲れているようだ。私から誤るよ」	disk02/VIE3.png	main/rtdL.png	KO	리차드: 수잔나, 데이비드가 클레어 때문에 조금 예민해진 모양이네. 내가 대신 사과하겠네.
disk02	N3-1	255	17	リチャ－ド「みんな他に質問は？」	disk02/VIE3.png	main/rtdL.png	KO	리차드: 다른 질문 있는 사람 있나?
disk02	N3-1	260	18	アンドリュ－「さすが社長だ。どこからスカウトしてきたんですか？」	disk02/VIE3.png	main/andL.png	KO	앤드류: 역시 사장님이군요. 어디서 스카우트해 온 겁니까?
disk02	N3-1	270	19	リチャ－ド「いや、スカウトしたんじゃない。以前からうちへ入りたいという事だったんだが、一昨日正式に社員として採用したばかりなんだ」	disk02/VIE3.png	main/rtdL.png	KO	리차드: 그게, 스카우트한 게 아니네. 전부터 우리 회사에 들어오고 싶어했는데, 엊그제 정식 직원으로 막 채용한 참이네.
disk02	N3-1	280	20	マ－チン「社長、これで明日からのツア－は大丈夫ですね」	disk02/VIE3.png	main/marL.png	KO	마틴: 사장님, 이걸로 내일부터 시작하는 투어는 문제없는 거죠?
disk02	N3-1	285	21	リチャ－ド「ああ、とりあえず大丈夫だ」	disk02/VIE3.png	main/rtdL.png	KO	리차드: 다행히 일단은 괜찮다네.
disk02	N3-1	287	22	アンドリュ－「そうですか・・・マネ－ジャ－も決まったし、これで一安心だ。良かったな・・・デビット」	disk02/VIE3.png	main/andL.png	KO	앤드류: 그렇군요... 매니저도 정해졌으니, 이제 한시름 놓겠네요... 다행이야... 데이비드.
disk02	N3-1	290	23	アンドリュ－「よし、マネ－ジャ－も決まったし、そのマネ－ジャ－は美人だし、後はツア－の準備をするだけか」	disk02/VIE3.png	main/andL.png	KO	앤드류: 좋았어, 매니저도 정해졌는데, 게다가 심지어 미인이라니! 이제 남은 건 투어 준비뿐이구나.
